   Time:sec   Load:kgf  Stroke:mm     Spare1     Spare2
   32.27000    100.991   10.75390    0.00000    0.00000
   32.45500    100.990   10.81528    0.00000    0.00000
   32.65500    100.988   10.88188    0.00000    0.00000
   32.83500    100.986   10.94286    0.00000    0.00000
   33.02500    100.983   11.00527    0.00000    0.00000
   33.21000    100.979   11.06718    0.00000    0.00000
   33.40500    100.969   11.13183    0.00000    0.00000
   33.58500    100.957   11.19224    0.00000    0.00000
   33.77500    100.946   11.25509    0.00000    0.00000
   33.96000    100.943   11.31717    0.00000    0.00000
   34.15500    100.939   11.38181    0.00000    0.00000
   34.33500    100.933   11.44279    0.00000    0.00000
   34.53000    100.919   11.50715    0.00000    0.00000
   34.71000    100.906   11.56809    0.00000    0.00000
   34.90500    100.894   11.63278    0.00000    0.00000
   35.09000    100.891   11.69380    0.00000    0.00000
   35.28000    100.888   11.75795    0.00000    0.00000
   35.47000    100.879   11.82007    0.00000    0.00000
   35.66000    100.861   11.88366    0.00000    0.00000
   35.85000    100.845   11.94765    0.00000    0.00000
   36.03500    100.837   12.00977    0.00000    0.00000
   36.22500    100.833   12.07160    0.00000    0.00000
   36.41000    100.827   12.13466    0.00000    0.00000
   36.60500    100.809   12.19857    0.00000    0.00000
   36.79000    100.789   12.25992    0.00000    0.00000
   36.98000    100.773   12.32358    0.00000    0.00000
   37.17000    100.766   12.38790    0.00000    0.00000
   37.35500    100.758   12.44900    0.00000    0.00000
   37.54500    100.736   12.51287    0.00000    0.00000
   37.74000    100.715   12.57687    0.00000    0.00000
   37.92500    100.698   12.63895    0.00000    0.00000
   38.12000    100.690   12.70347    0.00000    0.00000
   38.30000    100.679   12.76449    0.00000    0.00000
   38.49500    100.660   12.82881    0.00000    0.00000
   38.68000    100.636   12.88983    0.00000    0.00000
   38.87000    100.619   12.95451    0.00000    0.00000
   39.06000    100.607   13.01675    0.00000    0.00000
   39.25000    100.588   13.07981    0.00000    0.00000
   39.44000    100.567   13.14336    0.00000    0.00000
   39.63000    100.545   13.20670    0.00000    0.00000
   39.81500    100.530   13.26877    0.00000    0.00000
   40.01000    100.508   13.33330    0.00000    0.00000
   40.19500    100.489   13.39574    0.00000    0.00000
   40.39000    100.469   13.45969    0.00000    0.00000
   40.56500    100.455   13.51962    0.00000    0.00000
   40.76000    100.427   13.58434    0.00000    0.00000
   40.94500    100.405   13.64556    0.00000    0.00000
   41.13500    100.387   13.70931    0.00000    0.00000
   41.32000    100.378   13.76968    0.00000    0.00000
   41.51000    100.354   13.83453    0.00000    0.00000
   41.69000    100.325   13.89469    0.00000    0.00000
   41.88500    100.297   13.95926    0.00000    0.00000
   42.07000    100.218   14.02020    0.00000    0.00000
   42.26000    100.191   14.08460    0.00000    0.00000
   42.44500    100.158   14.14545    0.00000    0.00000
   42.64000    100.123   14.21018    0.00000    0.00000
   42.82000    100.097   14.27124    0.00000    0.00000
   43.01500    100.089   14.33548    0.00000    0.00000
   43.20000    100.074   14.39654    0.00000    0.00000
   43.39000    100.056   14.46114    0.00000    0.00000
   43.58000    100.015   14.52314    0.00000    0.00000
   43.77000     99.988   14.58644    0.00000    0.00000
   43.96000     99.979   14.65035    0.00000    0.00000
   44.15500     99.964   14.71512    0.00000    0.00000
   44.33500     99.952   14.77606    0.00000    0.00000
   44.53500     99.931   14.84208    0.00000    0.00000
   44.72500     99.908   14.90539    0.00000    0.00000
   44.91000     99.896   14.96632    0.00000    0.00000
   45.10000     99.887   15.03003    0.00000    0.00000
   45.28500     99.876   15.09195    0.00000    0.00000
   45.46500     99.868   15.15126    0.00000    0.00000
   45.65500     99.849   15.21602    0.00000    0.00000
   45.84500     99.824   15.27826    0.00000    0.00000
   46.03500     99.801   15.34132    0.00000    0.00000
   46.22500     99.787   15.40495    0.00000    0.00000
   46.41000     99.773   15.46690    0.00000    0.00000
   46.60000     99.746   15.53029    0.00000    0.00000
   46.78500     99.718   15.59216    0.00000    0.00000
   46.97500     99.697   15.65587    0.00000    0.00000
   47.16000     99.683   15.71791    0.00000    0.00000
   47.35500     99.659   15.78117    0.00000    0.00000
   47.54000     99.626   15.84320    0.00000    0.00000
   47.73000     99.598   15.90683    0.00000    0.00000
   47.91500     99.529   15.96814    0.00000    0.00000
   48.10500     99.494   16.03184    0.00000    0.00000
   48.29500     99.471   16.09575    0.00000    0.00000
   48.48500     99.432   16.15820    0.00000    0.00000
   48.67000     99.399   16.22105    0.00000    0.00000
   48.87000     99.379   16.28676    0.00000    0.00000
   49.05500     99.371   16.34814    0.00000    0.00000
   49.24000     99.357   16.40973    0.00000    0.00000
   49.42500     99.325   16.47271    0.00000    0.00000
   49.63000     99.285   16.53963    0.00000    0.00000
   49.81000     99.254   16.59968    0.00000    0.00000
   50.00500     99.245   16.66469    0.00000    0.00000
   50.19000     99.230   16.72697    0.00000    0.00000
   50.38500     99.218   16.79178    0.00000    0.00000
   50.56500     99.198   16.85259    0.00000    0.00000
   50.76000     99.176   16.91691    0.00000    0.00000
   50.94500     99.162   16.97797    0.00000    0.00000
   51.13500     99.149   17.04258    0.00000    0.00000
   51.32000     99.136   17.10356    0.00000    0.00000
   51.51500     99.122   17.16788    0.00000    0.00000
   51.69500     99.094   17.22894    0.00000    0.00000
   51.89000     99.062   17.29358    0.00000    0.00000
   52.08000     99.009   17.35647    0.00000    0.00000
   52.26500     98.949   17.41888    0.00000    0.00000
   52.44500     98.916   17.47880    0.00000    0.00000
   52.64500     98.871   17.54442    0.00000    0.00000
   52.83000     98.841   17.60654    0.00000    0.00000
   53.01500     98.830   17.66874    0.00000    0.00000
   53.20500     98.803   17.73147    0.00000    0.00000
   53.40000     98.768   17.79644    0.00000    0.00000
   53.58000     98.722   17.85636    0.00000    0.00000
   53.78000     98.695   17.92272    0.00000    0.00000
   53.96000     98.680   17.98369    0.00000    0.00000
   54.15500     98.664   18.04842    0.00000    0.00000
   54.33500     98.635   18.10936    0.00000    0.00000
   54.53000     98.602   18.17364    0.00000    0.00000
   54.71500     98.583   18.23478    0.00000    0.00000
   54.90500     98.564   18.29930    0.00000    0.00000
   55.09500     98.554   18.36130    0.00000    0.00000
   55.28500     98.543   18.42464    0.00000    0.00000
   55.47500     98.528   18.48757    0.00000    0.00000
   55.66000     98.514   18.55026    0.00000    0.00000
   55.85000     98.488   18.61324    0.00000    0.00000
   56.03500     98.463   18.67556    0.00000    0.00000
   56.23000     98.421   18.73960    0.00000    0.00000
   56.42000     98.324   18.80412    0.00000    0.00000
   56.60500     98.278   18.86563    0.00000    0.00000
   56.79500     98.249   18.92746    0.00000    0.00000
   56.98000     98.232   18.99011    0.00000    0.00000
   57.17000     98.214   19.05353    0.00000    0.00000
   57.35000     98.179   19.11410    0.00000    0.00000
   57.54500     98.136   19.17854    0.00000    0.00000
   57.73000     98.098   19.24018    0.00000    0.00000
   57.91500     98.065   19.30107    0.00000    0.00000
   58.10500     98.055   19.36441    0.00000    0.00000
   58.29500     98.028   19.42808    0.00000    0.00000
   58.48000     97.986   19.49004    0.00000    0.00000
   58.67000     97.942   19.55338    0.00000    0.00000
   58.85500     97.912   19.61534    0.00000    0.00000
   59.04500     97.901   19.67908    0.00000    0.00000
   59.21500     97.886   19.73440    0.00000    0.00000
   59.38500     97.869   19.79245    0.00000    0.00000
   59.55000     97.846   19.84736    0.00000    0.00000
   59.73000     97.824   19.90610    0.00000    0.00000
   59.90000     97.808   19.96304    0.00000    0.00000
   60.06500     97.795   20.01897    0.00000    0.00000
   60.23000     97.783   20.07400    0.00000    0.00000
   60.40500     97.775   20.13197    0.00000    0.00000
   60.57000     97.754   20.18696    0.00000    0.00000
   60.75500     97.724   20.24785    0.00000    0.00000
   60.92000     97.699   20.30317    0.00000    0.00000
   61.08500     97.641   20.35820    0.00000    0.00000
   61.26000     97.577   20.41621    0.00000    0.00000
   61.42500     97.545   20.47177    0.00000    0.00000
   61.60000     97.503   20.52916    0.00000    0.00000
   61.77000     97.480   20.58578    0.00000    0.00000
   61.94500     97.445   20.64420    0.00000    0.00000
   62.11500     97.436   20.70114    0.00000    0.00000
   62.28500     97.412   20.75788    0.00000    0.00000
   62.44500     97.385   20.81210    0.00000    0.00000
   62.62000     97.345   20.87080    0.00000    0.00000
   62.79500     97.317   20.92775    0.00000    0.00000
   62.96000     97.300   20.98380    0.00000    0.00000
   63.13500     97.287   21.04172    0.00000    0.00000
   63.30000     97.265   21.09602    0.00000    0.00000
   63.47500     97.240   21.15398    0.00000    0.00000
   63.64000     97.213   21.21060    0.00000    0.00000
   63.81500     97.187   21.26759    0.00000    0.00000
   63.98000     97.174   21.32290    0.00000    0.00000
   64.14500     97.162   21.37863    0.00000    0.00000
   64.31500     97.146   21.43460    0.00000    0.00000
   64.48000     97.068   21.48894    0.00000    0.00000
   64.65000     97.015   21.54584    0.00000    0.00000
   64.82500     96.985   21.60495    0.00000    0.00000
   65.00500     96.971   21.66393    0.00000    0.00000
   65.17500     96.946   21.72096    0.00000    0.00000
   65.34000     96.914   21.77656    0.00000    0.00000
   65.51500     96.863   21.83461    0.00000    0.00000
   65.68000     96.829   21.88890    0.00000    0.00000
   65.84000     96.805   21.94296    0.00000    0.00000
   66.01500     96.792   22.00084    0.00000    0.00000
   66.18500     96.767   22.05856    0.00000    0.00000
   66.35000     96.733   22.11351    0.00000    0.00000
   66.52500     96.695   22.17087    0.00000    0.00000
   66.69500     96.657   22.22879    0.00000    0.00000
   66.86500     96.617   22.28480    0.00000    0.00000
   67.03000     96.600   22.34036    0.00000    0.00000
   67.20000     96.575   22.39673    0.00000    0.00000
   67.37000     96.551   22.45238    0.00000    0.00000
   67.54000     96.506   22.50941    0.00000    0.00000
   67.71000     96.470   22.56639    0.00000    0.00000
   67.88000     96.441   22.62338    0.00000    0.00000
   68.05500     96.425   22.68077    0.00000    0.00000
   68.22000     96.387   22.73572    0.00000    0.00000
   68.39500     96.356   22.79479    0.00000    0.00000
   68.57000     96.306   22.85336    0.00000    0.00000
   68.73000     96.273   22.90579    0.00000    0.00000
   68.90500     96.240   22.96441    0.00000    0.00000
   69.07500     96.222   23.02139    0.00000    0.00000
   69.24000     96.198   23.07638    0.00000    0.00000
   69.41500     96.164   23.13439    0.00000    0.00000
   69.58500     96.123   23.19125    0.00000    0.00000
   69.75500     96.085   23.24820    0.00000    0.00000
   69.92000     96.057   23.30356    0.00000    0.00000
   70.09000     96.048   23.35924    0.00000    0.00000
   70.26000     96.019   23.41553    0.00000    0.00000
   70.43000     95.992   23.47252    0.00000    0.00000
   70.59000     95.946   23.52714    0.00000    0.00000
   70.76500     95.908   23.58511    0.00000    0.00000
   70.94000     95.885   23.64246    0.00000    0.00000
   71.10500     95.859   23.69749    0.00000    0.00000
   71.28000     95.838   23.75619    0.00000    0.00000
   71.45000     95.801   23.81314    0.00000    0.00000
   71.62500     95.750   23.87049    0.00000    0.00000
   71.79500     95.715   23.92744    0.00000    0.00000
   71.96000     95.693   23.98320    0.00000    0.00000
   72.13000     95.660   24.03946    0.00000    0.00000
   72.29500     95.636   24.09514    0.00000    0.00000
   72.46500     95.599   24.15107    0.00000    0.00000
   72.64000     95.553   24.20944    0.00000    0.00000
   72.81000     95.524   24.26695    0.00000    0.00000
   72.98500     95.502   24.32398    0.00000    0.00000
   73.15500     95.486   24.38093    0.00000    0.00000
   73.32500     95.446   24.43726    0.00000    0.00000
   73.50000     95.396   24.49596    0.00000    0.00000
   73.67000     95.352   24.55295    0.00000    0.00000
   73.84000     95.323   24.60896    0.00000    0.00000
   74.01000     95.304   24.66525    0.00000    0.00000
   74.18500     95.269   24.72501    0.00000    0.00000
   74.35000     95.246   24.77992    0.00000    0.00000
   74.52500     95.205   24.83727    0.00000    0.00000
   74.69500     95.172   24.89520    0.00000    0.00000
   74.86500     95.143   24.95125    0.00000    0.00000
   75.03000     95.128   25.00693    0.00000    0.00000
   75.20000     95.097   25.06318    0.00000    0.00000
   75.37000     95.071   25.11883    0.00000    0.00000
   75.54000     95.025   25.17585    0.00000    0.00000
   75.71000     94.984   25.23276    0.00000    0.00000
   75.88000     94.953   25.28979    0.00000    0.00000
   76.05500     94.935   25.34714    0.00000    0.00000
   76.22000     94.903   25.40209    0.00000    0.00000
   76.39500     94.872   25.46083    0.00000    0.00000
   76.57000     94.822   25.51912    0.00000    0.00000
   76.74000     94.790   25.57619    0.00000    0.00000
   76.91000     94.758   25.63244    0.00000    0.00000
   77.08500     94.744   25.69053    0.00000    0.00000
   77.25000     94.707   25.74548    0.00000    0.00000
   77.42000     94.681   25.80246    0.00000    0.00000
   77.59000     94.638   25.85904    0.00000    0.00000
   77.76500     94.604   25.91738    0.00000    0.00000
   77.93500     94.579   25.97432    0.00000    0.00000
   78.10000     94.559   26.02931    0.00000    0.00000
   78.27000     94.529   26.08626    0.00000    0.00000
   78.44500     94.497   26.14496    0.00000    0.00000
   78.61500     94.453   26.20097    0.00000    0.00000
   78.78500     94.410   26.25718    0.00000    0.00000
   78.96000     94.389   26.31531    0.00000    0.00000
   79.13000     94.376   26.37298    0.00000    0.00000
   79.29500     94.341   26.42830    0.00000    0.00000
   79.46500     94.302   26.48390    0.00000    0.00000
   79.63500     94.258   26.54028    0.00000    0.00000
   79.80500     94.226   26.59727    0.00000    0.00000
   79.96500     94.200   26.65197    0.00000    0.00000
   80.14000     94.178   26.70990    0.00000    0.00000
   80.32000     94.146   26.76884    0.00000    0.00000
   80.48000     94.113   26.82216    0.00000    0.00000
   80.65500     94.066   26.88114    0.00000    0.00000
   80.83000     94.027   26.93874    0.00000    0.00000
   80.99500     94.003   26.99373    0.00000    0.00000
   81.17000     93.977   27.05206    0.00000    0.00000
   81.33500     93.950   27.10803    0.00000    0.00000
   81.50500     93.904   27.16469    0.00000    0.00000
   81.68500     93.857   27.22371    0.00000    0.00000
   81.84500     93.823   27.27703    0.00000    0.00000
   82.02000     93.800   27.33602    0.00000    0.00000
   82.19500     93.772   27.39508    0.00000    0.00000
   82.36500     93.738   27.45109    0.00000    0.00000
   82.53000     93.696   27.50677    0.00000    0.00000
   82.70000     93.653   27.56303    0.00000    0.00000
   82.87000     93.618   27.61867    0.00000    0.00000
   83.04000     93.603   27.67570    0.00000    0.00000
   83.21000     93.579   27.73265    0.00000    0.00000
   83.38000     93.545   27.78959    0.00000    0.00000
   83.55500     93.497   27.84690    0.00000    0.00000
   83.72000     93.465   27.90185    0.00000    0.00000
   83.89500     93.429   27.96051    0.00000    0.00000
   84.06500     93.408   28.01693    0.00000    0.00000
   84.22500     93.379   28.07155    0.00000    0.00000
   84.39500     93.345   28.12789    0.00000    0.00000
   84.57000     93.299   28.18553    0.00000    0.00000
   84.73500     93.263   28.24052    0.00000    0.00000
   84.90500     93.230   28.29750    0.00000    0.00000
   85.07500     93.210   28.35494    0.00000    0.00000
   85.25500     93.188   28.41388    0.00000    0.00000
   85.42500     93.153   28.47054    0.00000    0.00000
   85.59000     93.104   28.52651    0.00000    0.00000
   85.76500     93.064   28.58480    0.00000    0.00000
   85.93500     93.037   28.64142    0.00000    0.00000
   86.10000     93.014   28.69649    0.00000    0.00000
   86.27500     92.982   28.75373    0.00000    0.00000
   86.45000     92.947   28.81173    0.00000    0.00000
   86.61500     92.903   28.86766    0.00000    0.00000
   86.79000     92.862   28.92529    0.00000    0.00000
   86.96000     92.839   28.98236    0.00000    0.00000
   87.13000     92.814   29.03968    0.00000    0.00000
   87.30000     92.779   29.09540    0.00000    0.00000
   87.46500     92.741   29.15064    0.00000    0.00000
   87.64000     92.687   29.20872    0.00000    0.00000
   87.81000     92.650   29.26530    0.00000    0.00000
   87.97000     92.622   29.31866    0.00000    0.00000
   88.14500     92.590   29.37663    0.00000    0.00000
   88.32000     92.550   29.43529    0.00000    0.00000
   88.48500     92.512   29.49028    0.00000    0.00000
   88.65500     92.462   29.54665    0.00000    0.00000
   88.82500     92.424   29.60417    0.00000    0.00000
   88.99000     92.397   29.65928    0.00000    0.00000
   89.15500     92.368   29.71456    0.00000    0.00000
   89.33500     92.335   29.77350    0.00000    0.00000
   89.50000     92.289   29.82845    0.00000    0.00000
   89.67000     92.252   29.88609    0.00000    0.00000
   89.84000     92.221   29.94141    0.00000    0.00000
   90.00500     92.195   29.99807    0.00000    0.00000
   90.18500     92.170   30.05742    0.00000    0.00000
   90.35000     92.132   30.11237    0.00000    0.00000
   90.52000     92.079   30.16943    0.00000    0.00000
   90.69500     92.040   30.22744    0.00000    0.00000
   90.86000     92.006   30.28210    0.00000    0.00000
   91.03000     91.985   30.33840    0.00000    0.00000
   91.20000     91.960   30.39612    0.00000    0.00000
   91.37000     91.918   30.45201    0.00000    0.00000
   91.54500     91.870   30.51046    0.00000    0.00000
   91.71000     91.828   30.56643    0.00000    0.00000
   91.89000     91.790   30.62504    0.00000    0.00000
   92.06000     91.774   30.68191    0.00000    0.00000
   92.22000     91.750   30.73499    0.00000    0.00000
   92.39000     91.714   30.79295    0.00000    0.00000
   92.56000     91.667   30.84929    0.00000    0.00000
   92.72500     91.629   30.90419    0.00000    0.00000
   92.90000     91.589   30.96191    0.00000    0.00000
   93.07000     91.566   31.01992    0.00000    0.00000
   93.24000     91.537   31.07593    0.00000    0.00000
   93.41000     91.496   31.13198    0.00000    0.00000
   93.58500     91.451   31.19023    0.00000    0.00000
   93.75500     91.409   31.24726    0.00000    0.00000
   93.92000     91.379   31.30290    0.00000    0.00000
   94.09000     91.352   31.35895    0.00000    0.00000
   94.26500     91.320   31.41789    0.00000    0.00000
   94.44000     91.275   31.47524    0.00000    0.00000
   94.60500     91.228   31.53020    0.00000    0.00000
   94.78000     91.184   31.58885    0.00000    0.00000
   94.95000     91.153   31.64580    0.00000    0.00000
   95.12000     91.134   31.70177    0.00000    0.00000
   95.29000     91.102   31.75806    0.00000    0.00000
   95.46000     91.059   31.81509    0.00000    0.00000
   95.63000     91.015   31.87171    0.00000    0.00000
   95.79500     90.980   31.92702    0.00000    0.00000
   95.96500     90.943   31.98295    0.00000    0.00000
   96.13500     90.915   32.03998    0.00000    0.00000
   96.31000     90.867   32.09872    0.00000    0.00000
   96.47500     90.836   32.15363    0.00000    0.00000
   96.64500     90.791   32.21102    0.00000    0.00000
   96.82000     90.749   32.26968    0.00000    0.00000
   96.99000     90.724   32.32573    0.00000    0.00000
   97.17000     90.689   32.38496    0.00000    0.00000
   97.34000     90.655   32.44199    0.00000    0.00000
   97.51500     90.603   32.50019    0.00000    0.00000
   97.68500     90.557   32.55685    0.00000    0.00000
   97.84500     90.521   32.60985    0.00000    0.00000
   98.02000     90.489   32.66916    0.00000    0.00000
   98.19500     90.458   32.72688    0.00000    0.00000
   98.36500     90.420   32.78317    0.00000    0.00000
   98.52500     90.369   32.83678    0.00000    0.00000
   98.70000     90.326   32.89478    0.00000    0.00000
   98.86500     90.285   32.95083    0.00000    0.00000
   99.04000     90.262   33.00814    0.00000    0.00000
   99.21000     90.232   33.06522    0.00000    0.00000
   99.38000     90.187   33.12281    0.00000    0.00000
   99.55000     90.129   33.17817    0.00000    0.00000
   99.71500     90.091   33.23381    0.00000    0.00000
   99.89000     90.055   33.29182    0.00000    0.00000
  100.06000     90.030   33.34811    0.00000    0.00000
  100.22000     89.993   33.40180    0.00000    0.00000
  100.39500     89.959   33.45972    0.00000    0.00000
  100.57000     89.908   33.51805    0.00000    0.00000
